1985	2	4	0
1986	1	2	5
1987	13	18	1
1988	6	5	0
1989	0	0	0
1990	2	2	23
1991	1	7	0
1992	0	0	2
1993	0	1	38
1994	0	2	0
1995	3	0	0
1996	0	0	6
1997	0	1	0
1998	10	78	7
1999	6	3	1
2000	2	2	1
2001	2	3	1
2002	1	1	0
2003	2	1	2
2004	5	4	5
2005	2	2	0
2006	5	3	4
2007	3	4	9
2008	4	2	11
2009	0	0	6
2010	3	4	9
2011	2	5	35
2012	91	9	0
2013	0	2	0
2014	1	2	1
